"","...1","Name","Location","Year","Kilometers_Driven","Fuel_Type","Transmission","Owner_Type","Mileage","Engine","Power","Seats","New_Price","Price"
"4548",4682,"Maruti Wagon R AMT VXI","Mumbai",2016,9000,"Petrol","Automatic","First",20.51,998,67,5,11.665,4.25
"4549",4683,"Hyundai Verna 1.6 CRDi AT SX","Kochi",2016,42876,"Diesel","Automatic","First",19.08,1582,126.2,5,11.665,9.31
"4550",4684,"Maruti Alto LXi BSIII","Bangalore",2011,64000,"Petrol","Manual","First",19.7,796,46.3,5,11.665,2.39
"4551",4685,"Volkswagen Vento 1.6 Comfortline","Kochi",2018,20488,"Petrol","Manual","Second",16.09,1598,103.5,5,11.48,7.64
"4552",4686,"Maruti Baleno Zeta 1.2","Delhi",2016,21000,"Petrol","Manual","First",21.4,1197,83.1,5,11.665,6.21
"4553",4687,"Land Rover Freelander 2 TD4 SE","Jaipur",2012,119203,"Diesel","Automatic","First",0,2179,115,5,11.665,16.5
"4554",4688,"Honda CR-V 2.0L 2WD AT","Kochi",2011,55987,"Petrol","Automatic","First",13.7,1997,153.86,5,11.665,8.22
"4555",4689,"Toyota Fortuner 2.8 2WD MT","Coimbatore",2017,72668,"Diesel","Manual","First",14.24,2755,174.5,7,37.17,28.85
"4556",4690,"Honda City V AT","Mumbai",2015,32000,"Petrol","Automatic","First",15.6,1497,116.3,5,11.665,8.5
"4557",4691,"Mercedes-Benz SLK-Class 55 AMG","Bangalore",2014,3000,"Petrol","Automatic","Second",12,5461,421,2,11.665,90
"4558",4692,"Honda City i-VTEC S","Mumbai",2015,10400,"Petrol","Manual","First",17.4,1497,117.3,5,11.665,6.51
"4559",4693,"Maruti Swift VDI","Mumbai",2013,35000,"Diesel","Manual","First",22.9,1248,74,5,11.665,4.65
"4560",4694,"Toyota Corolla Altis 2008-2013 1.8 VL AT","Kochi",2013,55101,"Petrol","Automatic","First",14.53,1794,138.1,5,11.665,8.4
"4561",4695,"Toyota Etios Cross 1.4L VD","Bangalore",2014,57464,"Diesel","Manual","First",23.59,1364,67.06,5,9.99,5.75
"4562",4696,"Maruti Wagon R LX","Jaipur",2006,110000,"Petrol","Manual","First",18.9,998,67.1,5,11.665,1.11
"4563",4697,"Fiat Punto 1.2 Dynamic","Kochi",2017,17941,"Petrol","Manual","First",15.7,NA,NA,NA,11.665,3.93
"4564",4698,"Mercedes-Benz E-Class 2015-2017 E 200 CGI","Mumbai",2014,72000,"Petrol","Automatic","First",12,1991,184,5,11.665,17.25
"4565",4699,"Jaguar XF Aero Sport Edition","Delhi",2012,16000,"Diesel","Automatic","First",16.36,2179,187.7,5,11.665,32
"4566",4700,"Hyundai i20 Sportz Petrol","Kochi",2011,62020,"Petrol","Manual","First",17,1197,80,5,11.665,3.45
"4567",4701,"Land Rover Freelander 2 SE","Pune",2014,85000,"Diesel","Automatic","Second",12.39,2179,147.51,5,11.665,23
"4568",4702,"Hyundai Elite i20 Petrol Sportz","Kochi",2018,14223,"Petrol","Manual","First",18.6,1197,81.86,5,11.665,7.32
"4569",4703,"Honda Amaze S i-Vtech","Jaipur",2014,41210,"Petrol","Manual","First",18,1198,86.7,5,11.665,4.4
"4570",4704,"Mercedes-Benz M-Class ML 350 4Matic","Bangalore",2015,20000,"Diesel","Automatic","First",0,2987,165,5,11.665,47.35
"4571",4705,"Maruti Alto 800 VXI","Coimbatore",2016,18043,"Petrol","Manual","First",22.74,796,47.3,5,11.665,4.12
"4572",4706,"Toyota Innova Crysta 2.8 ZX AT","Chennai",2016,80000,"Diesel","Automatic","First",11.36,2755,171.5,7,26.95,19.5
"4573",4707,"Hyundai Grand i10 AT Asta","Hyderabad",2016,21000,"Petrol","Automatic","First",18.9,1197,82,5,11.665,6.2
"4574",4708,"BMW X3 xDrive30d M Sport","Bangalore",2016,49000,"Diesel","Automatic","First",16.55,2993,258,5,11.665,45
"4575",4710,"Hyundai i20 Magna","Chennai",2010,95000,"Petrol","Manual","Second",18.5,1197,80,5,11.665,2.8
"4576",4711,"Hyundai Grand i10 AT Asta","Pune",2015,32000,"Petrol","Automatic","First",18.9,1197,82,5,11.665,4.8
"4577",4712,"Hyundai Santro Xing XG","Pune",2003,80000,"Petrol","Manual","Second",17,NA,NA,NA,11.665,0.9
"4578",4713,"Ford Fiesta 1.5 TDCi Titanium","Hyderabad",2014,122800,"Diesel","Manual","First",25.01,1498,89.75,5,11.665,5.65
"4579",4715,"Maruti Swift Dzire VDI","Ahmedabad",2015,69000,"Diesel","Manual","First",26.59,1248,74,5,11.665,5.9
"4580",4716,"Toyota Etios VXD","Pune",2015,65000,"Diesel","Manual","Second",23.59,1364,67.04,5,11.665,5
"4581",4717,"Hyundai Xcent 1.2 Kappa Base","Ahmedabad",2015,23000,"Petrol","Manual","First",19.1,1197,82,5,11.665,4.9
"4582",4718,"Honda Civic 2006-2010 1.8 S MT","Ahmedabad",2009,70000,"Petrol","Manual","First",13.5,1799,130,5,11.665,4.25
"4583",4719,"Toyota Innova 2.5 GX (Diesel) 8 Seater","Chennai",2014,250000,"Diesel","Manual","First",12.99,2494,100.6,8,11.665,10.9
"4584",4720,"Hyundai Accent GLE","Delhi",2012,56000,"Petrol","Manual","First",13.2,1495,94,5,11.665,2.45
"4585",4721,"Maruti Alto 800 LXI","Pune",2013,30000,"Petrol","Manual","First",22.74,796,47.3,5,11.665,2.5
"4586",4722,"Mercedes-Benz SL-Class SL 500","Kolkata",2010,35000,"Petrol","Automatic","First",8.1,5461,387.3,2,11.665,29.5
"4587",4723,"Ford Ecosport 1.5 DV5 MT Titanium Optional","Jaipur",2013,92250,"Diesel","Manual","Second",22.7,1498,89.84,5,11.665,5.75
"4588",4724,"Hyundai Xcent 1.2 VTVT E","Pune",2018,40000,"Petrol","Manual","First",20.14,1197,81.86,5,6.71,5
"4589",4725,"Skoda Rapid 1.6 MPI AT Ambition Plus","Kochi",2014,96848,"Petrol","Automatic","First",14.3,1598,103.6,5,11.665,4.62
"4590",4726,"Audi Q3 2012-2015 35 TDI Quattro Premium Plus","Delhi",2016,42000,"Diesel","Automatic","First",15.73,1968,174.33,5,11.665,23.5
"4591",4727,"Mahindra XUV500 W8 2WD","Kolkata",2013,55886,"Diesel","Manual","First",16,2179,140,7,11.665,7.25
"4592",4728,"Hyundai Verna VTVT 1.6 SX Option","Kochi",2019,12336,"Petrol","Manual","First",17,1591,121.3,5,13.6,11.88
"4593",4729,"Hyundai Verna Xi (Petrol)","Chennai",2009,60000,"Petrol","Manual","Third",13.9,1599,103.2,5,11.665,2.25
"4594",4730,"Ford Ikon 1.6 CLXI","Pune",2003,83000,"Petrol","Manual","Second",14.2,1597,92,5,11.665,0.85
"4595",4731,"Nissan Micra Active XV","Pune",2018,24000,"Petrol","Manual","First",19.69,1198,67.04,5,6.99,4
"4596",4732,"Honda Brio VX AT","Pune",2016,32198,"Petrol","Automatic","First",16.5,1198,86.8,5,11.665,5.1
"4597",4733,"Toyota Innova 2.5 GX (Diesel) 7 Seater","Hyderabad",2014,92247,"Diesel","Manual","First",12.99,2494,100.6,7,11.665,12.5
"4598",4734,"Volkswagen Vento 1.5 TDI Highline","Chennai",2011,121311,"Diesel","Manual","First",20.64,1498,108.5,5,14.32,2.9
"4599",4735,"Mahindra XUV500 W10 AWD","Coimbatore",2016,66296,"Diesel","Manual","First",16,2179,140,7,11.665,15.96
"4600",4736,"Hyundai Xcent 1.2 Kappa AT SX Option","Mumbai",2015,41000,"Petrol","Automatic","First",16.9,1197,82,5,11.665,5.45
"4601",4737,"Ford Endeavour 2.2 Trend MT 4X4","Kochi",2017,38681,"Diesel","Manual","First",13.5,2198,157.7,7,11.665,23.86
"4602",4738,"Chevrolet Spark 1.0 LT","Kochi",2008,43761,"Petrol","Manual","First",18,995,62,5,11.665,1.75
"4603",4739,"Maruti Ertiga SHVS VDI","Hyderabad",2017,17400,"Diesel","Manual","First",24.52,1248,88.5,7,11.665,9.75
"4604",4740,"Honda Amaze S i-Dtech","Bangalore",2013,61510,"Diesel","Manual","First",25.8,1498,98.6,5,11.665,4.75
"4605",4741,"Honda City i VTEC S","Delhi",2014,60000,"Petrol","Manual","First",17.4,1497,117.3,5,11.665,6.25
"4606",4742,"Mini Cooper Countryman D","Bangalore",2014,35165,"Diesel","Automatic","Second",23.8,1998,112,5,11.665,22
"4607",4743,"Toyota Corolla Altis 2008-2013 1.8 VL AT","Kochi",2016,41617,"Petrol","Automatic","First",14.53,1794,138.1,5,11.665,14.14
"4608",4745,"Skoda Superb Elegance 1.8 TSI AT","Delhi",2014,65000,"Petrol","Automatic","First",13.7,1798,157.75,5,11.665,11.95
"4609",4746,"Maruti Wagon R LXI BS IV","Delhi",2011,68000,"Petrol","Manual","First",18.9,998,67.1,5,11.665,2.5
"4610",4747,"Hyundai i10 Era 1.1","Mumbai",2013,49000,"Petrol","Manual","First",19.81,1086,68.05,5,11.665,2.75
"4611",4748,"Tata Tiago 1.2 Revotron XT Option","Coimbatore",2019,16698,"Petrol","Manual","First",23.84,1199,84,5,6.21,5.85
"4612",4749,"Maruti Baleno Zeta 1.2","Ahmedabad",2016,30965,"Petrol","Manual","First",21.4,1197,83.1,5,11.665,6.25
"4613",4750,"Volkswagen Vento 1.6 Highline","Mumbai",2014,56058,"Petrol","Manual","First",15.04,1598,103.2,5,11.665,4.95
"4614",4751,"Hyundai Grand i10 1.2 Kappa Sportz Option","Pune",2017,15356,"Petrol","Manual","First",18.9,1197,81.86,5,11.665,4.75
"4615",4752,"Ford Figo Diesel EXI","Delhi",2013,54000,"Diesel","Manual","First",20,1399,68.05,5,11.665,2.55
"4616",4753,"Honda Civic 2010-2013 1.8 V AT Sunroof","Pune",2011,47000,"Petrol","Automatic","Second",13.9,1799,130.3,5,11.665,4.5
"4617",4754,"Maruti Alto 800 LXI","Kochi",2015,21652,"Petrol","Manual","First",22.74,796,47.3,5,11.665,3.01
"4618",4755,"Land Rover Range Rover Evoque 2.0 TD4 HSE Dynamic","Hyderabad",2016,52000,"Diesel","Automatic","First",15.68,1999,177,5,74.49,42
"4619",4756,"Audi A6 2.7 TDI","Kolkata",2010,35010,"Diesel","Automatic","First",12.4,2698,179.5,5,11.665,11.5
"4620",4757,"Mercedes-Benz E-Class 280 CDI","Hyderabad",2006,76662,"Diesel","Automatic","First",11,2987,198.5,5,11.665,10.99
"4621",4758,"Honda City 1.5 V AT Exclusive","Jaipur",2009,89000,"Petrol","Automatic","First",17,1497,118,5,11.665,3.71
"4622",4759,"Honda CR-V 2.4 4WD AT","Jaipur",2006,80000,"Petrol","Automatic","Third",10.1,2354,152,5,11.665,2
"4623",4760,"Maruti Ciaz 1.3 Alpha","Kochi",2018,39023,"Diesel","Manual","First",28.09,1248,88.5,5,11.665,9.48
"4624",4761,"Maruti Wagon R LXI","Jaipur",2004,62000,"Petrol","Manual","Second",18.9,998,67.1,5,11.665,1.25
"4625",4762,"Hyundai Creta 1.6 CRDi SX Option","Jaipur",2015,78046,"Diesel","Manual","First",19.67,1582,126.2,5,11.665,10.9
"4626",4763,"Maruti Ciaz VDi Plus SHVS","Kolkata",2015,34400,"Diesel","Manual","First",28.09,1248,88.5,5,11.665,5.5
"4627",4764,"Hyundai EON D Lite Plus","Coimbatore",2016,64624,"Petrol","Manual","First",21.1,814,55.2,5,11.665,3.71
"4628",4765,"Maruti Ertiga VXI","Mumbai",2014,69192,"Petrol","Manual","First",16.02,1373,93.7,7,11.665,6.25
"4629",4766,"Volkswagen Vento Diesel Highline","Chennai",2012,55000,"Diesel","Manual","First",20.54,1598,103.6,5,11.665,4.9
"4630",4767,"Honda City 1.5 GXI","Mumbai",2005,81000,"Petrol","Manual","Second",12.8,1493,100,5,11.665,1.1
"4631",4768,"Volkswagen Polo Petrol Trendline 1.2L","Kochi",2016,36733,"Petrol","Manual","First",16.47,1198,73.9,5,11.665,4.72
"4632",4770,"Mercedes-Benz GLA Class 200 CDI","Mumbai",2016,43022,"Diesel","Automatic","First",17.9,2143,136,5,11.665,24.85
"4633",4771,"Hyundai Santa Fe 4X2","Jaipur",2013,74000,"Diesel","Manual","First",14.66,2199,194.3,7,11.665,12.25
"4634",4772,"Maruti Swift VDI","Kolkata",2014,47000,"Diesel","Manual","First",22.9,1248,74,5,11.665,3.9
"4635",4773,"Hyundai Elite i20 Sportz Plus","Kochi",2017,37460,"Petrol","Manual","First",18.6,1197,81.86,5,8.03,6.28
"4636",4774,"Mahindra Xylo E8 BS IV","Mumbai",2011,130000,"Diesel","Manual","First",14,2498,112,8,11.665,2.75
"4637",4775,"Hyundai Grand i10 Asta Option","Coimbatore",2017,31576,"Petrol","Manual","First",18.9,1197,82,5,11.665,7.85
"4638",4776,"Volkswagen Vento Petrol Highline","Mumbai",2011,66000,"Petrol","Manual","First",15.04,1598,103.6,5,11.665,2.95
"4639",4777,"Honda Accord 2.4 A/T","Mumbai",2008,79000,"Petrol","Automatic","Second",11.7,2354,177.6,5,11.665,4.85
"4640",4778,"Mercedes-Benz S-Class S 350 d","Bangalore",2011,47140,"Diesel","Automatic","Second",13.5,2925,281.61,5,11.665,30
"4641",4779,"Mercedes-Benz B Class B200 CDI","Bangalore",2016,36610,"Diesel","Automatic","First",15,2143,107.3,5,11.665,19.9
"4642",4780,"Hyundai Creta 1.6 SX Option Diesel","Bangalore",2016,93000,"Diesel","Manual","First",20.5,1582,126.2,5,19.18,10.8
"4643",4781,"Maruti Alto LXI","Hyderabad",2007,52195,"Petrol","Manual","First",19.7,796,46.3,5,11.665,1.75
"4644",4782,"Audi A3 35 TDI Premium","Mumbai",2016,20003,"Diesel","Automatic","First",20.38,1968,143,5,11.665,19.25
"4645",4783,"Renault Duster 85PS Diesel RxL","Delhi",2013,66314,"Diesel","Manual","First",19.87,1461,83.8,5,11.665,5.5
"4646",4784,"Ford Fiesta 1.4 ZXi TDCi ABS","Chennai",2009,76000,"Diesel","Manual","First",17.8,1399,68,5,11.665,2.75
"4647",4785,"Hyundai Creta 1.6 SX Plus Diesel","Bangalore",2015,29000,"Diesel","Manual","First",19.67,1582,126.2,5,11.665,13
"4648",4786,"Ford Figo Diesel ZXI","Mumbai",2011,30000,"Diesel","Manual","First",20,1399,68,5,11.665,3.2
"4649",4787,"Volkswagen Polo Petrol Highline 1.6L","Coimbatore",2013,56526,"Petrol","Manual","First",15.26,1598,103.5,5,11.665,5.84
"4650",4788,"Volvo V40 D3 R Design","Hyderabad",2015,38000,"Diesel","Automatic","Second",16.8,1969,150,5,37.9,24
"4651",4789,"Hyundai Verna SX CRDi AT","Chennai",2012,41000,"Diesel","Automatic","First",19.08,1582,126.32,5,11.665,6.25
"4652",4790,"BMW 7 Series 2007-2012 730Ld","Hyderabad",2009,53000,"Diesel","Automatic","First",14.49,2993,258,5,11.665,36
"4653",4791,"Mitsubishi Lancer GLXD","Chennai",2003,125000,"Diesel","Manual","Third",14.8,1998,68,5,11.665,3
"4654",4792,"Toyota Fortuner 3.0 Diesel","Chennai",2010,242000,"Diesel","Manual","First",11.5,2982,171,7,11.665,11
"4655",4793,"Maruti Ciaz VDi Plus","Chennai",2015,90000,"Diesel","Manual","First",26.21,1248,88.5,5,11.665,6.5
"4656",4794,"Maruti Vitara Brezza VDi Option","Hyderabad",2018,11000,"Diesel","Manual","First",24.3,1248,88.5,5,11.665,9.4
"4657",4795,"BMW 3 Series Luxury Line","Kochi",2018,21936,"Diesel","Automatic","First",21.76,1995,190,5,58.67,37.92
"4658",4796,"Volkswagen Vento Petrol Highline AT","Pune",2013,41000,"Petrol","Automatic","First",14.4,1598,103.6,5,11.665,5.25
"4659",4797,"Hyundai i20 1.2 Asta","Chennai",2011,47000,"Petrol","Manual","First",17,1197,80,5,11.665,4.5
"4660",4798,"BMW X5 3.0d","Chennai",2009,110000,"Diesel","Automatic","First",11,2993,235,5,11.665,18
"4661",4799,"Hyundai Xcent 1.2 Kappa S","Coimbatore",2015,45960,"Petrol","Manual","First",19.1,1197,82,5,11.665,5.56
"4662",4800,"Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency","Bangalore",2013,48000,"Diesel","Automatic","First",14.21,2143,203,5,11.665,22
"4663",4801,"Land Rover Freelander 2 SE","Hyderabad",2011,68000,"Diesel","Automatic","First",12.39,2179,147.51,5,11.665,22
"4664",4802,"Hyundai i10 Magna","Mumbai",2011,41000,"Petrol","Manual","First",20.36,1197,78.9,5,11.665,2.65
"4665",4803,"Hyundai Verna 1.6 SX CRDi (O)","Jaipur",2013,69573,"Diesel","Manual","Second",22.32,1582,126.32,5,11.665,5.85
"4666",4804,"Volkswagen Jetta 2012-2014 2.0L TDI Highline","Chennai",2012,115000,"Diesel","Manual","First",19.33,1968,138.1,5,11.665,6.95
"4667",4805,"Mahindra XUV500 W8 2WD","Kolkata",2012,47629,"Diesel","Manual","First",15.1,2179,140,7,11.665,6.5
"4668",4806,"Maruti Omni 8 Seater BSII","Jaipur",2004,66624,"Petrol","Manual","Third",19.7,796,35,8,11.665,0.85
"4669",4807,"Skoda Superb Style 1.8 TSI AT","Delhi",2013,80000,"Petrol","Automatic","Second",14.67,1798,177.46,5,32.54,7.25
"4670",4808,"Maruti Swift VDI","Pune",2012,94868,"Diesel","Manual","First",22.9,1248,74,5,11.665,4.5
"4671",4809,"Mahindra Scorpio 2.6 LX","Mumbai",2010,76477,"Diesel","Manual","First",10.5,2179,120,8,11.665,4.25
"4672",4810,"Mercedes-Benz GLA Class 200 Sport Edition","Chennai",2016,28000,"Petrol","Automatic","First",13.7,1991,183,5,11.665,26
"4673",4811,"Mahindra Thar CRDe","Coimbatore",2017,28599,"Diesel","Manual","First",16.55,2498,105,6,11.71,9.66
"4674",4812,"Renault Duster 110PS Diesel RxZ","Bangalore",2013,45348,"Diesel","Manual","Second",19.01,1461,108.45,5,11.665,6.85
"4675",4813,"Audi Q5 2008-2012 2.0 TDI","Coimbatore",2013,80127,"Diesel","Automatic","First",12.8,1968,167.6,5,11.665,23.68
"4676",4814,"Land Rover Freelander 2 SE","Delhi",2013,68000,"Diesel","Automatic","Second",12.39,2179,147.51,5,11.665,15.75
"4677",4815,"Volkswagen Vento Diesel Comfortline","Pune",2012,75000,"Diesel","Manual","Third",20.54,1598,103.6,5,11.665,3.5
"4678",4816,"BMW 5 Series 2003-2012 540i Sedan","Delhi",2006,48000,"Petrol","Automatic","Second",11.62,2979,306,5,11.665,6.99
"4679",4817,"Hyundai Elantra CRDi SX","Coimbatore",2019,41871,"Diesel","Manual","First",22.7,1582,126.2,5,11.665,15.57
"4680",4818,"Tata Sumo EX","Coimbatore",2015,84931,"Diesel","Manual","First",15.3,2956,83.8,7,11.665,5.29
"4681",4819,"Datsun redi-GO T","Kolkata",2016,15000,"Petrol","Manual","First",22.7,799,53.64,5,3.98,2.25
"4682",4820,"BMW X5 xDrive 30d","Chennai",2009,110000,"Diesel","Automatic","First",11.7,2993,245,5,11.665,20
"4683",4821,"BMW 6 Series 630i Coupe","Mumbai",2011,5900,"Petrol","Automatic","First",7.94,4395,450,4,11.665,47.5
"4684",4822,"Maruti Alto Vxi 1.1","Chennai",2002,103653,"Petrol","Manual","Second",18.9,1061,47,5,11.665,1.22
"4685",4823,"Volkswagen Polo Petrol Comfortline 1.2L","Chennai",2012,64806,"Petrol","Manual","First",16.47,1198,73.9,5,11.665,3.65
"4686",4824,"Datsun GO Plus A","Pune",2016,35000,"Petrol","Manual","First",20.62,1198,67,7,11.665,3.1
"4687",4825,"Hyundai Creta 1.6 VTVT S","Bangalore",2016,40000,"Petrol","Manual","First",15.29,1591,121.3,5,11.665,11.5
"4688",4826,"Maruti Alto K10 VXI","Kochi",2015,23876,"Petrol","Manual","First",24.07,998,67.1,5,4.09,3.46
"4689",4827,"Hyundai Santa Fe 4X4","Coimbatore",2013,67901,"Diesel","Manual","First",14.66,2199,194.3,7,11.665,8.38
"4690",4828,"Volkswagen Polo GT TDI","Pune",2014,68865,"Diesel","Manual","First",15.11,1598,103.6,5,11.665,4.8
"4691",4829,"Honda Amaze S i-Dtech","Pune",2014,71000,"Diesel","Manual","Second",25.8,1498,98.6,5,11.665,4.5
"4692",4831,"Maruti Swift VDI","Kolkata",2014,25000,"Diesel","Manual","First",22.9,1248,74,5,11.665,3.95
"4693",4832,"Skoda Rapid 1.6 TDI Ambition","Hyderabad",2012,180000,"Diesel","Manual","First",20.5,1598,103.5,5,11.665,3.65
"4694",4833,"Mercedes-Benz E-Class 280 CDI","Mumbai",2005,131000,"Diesel","Automatic","First",11,2987,198.5,5,11.665,10
"4695",4834,"Mahindra Scorpio SLE BSIV","Delhi",2011,65000,"Diesel","Manual","Second",12.05,2179,120,8,11.665,4
"4696",4835,"Nissan Sunny 2011-2014 Diesel XL","Hyderabad",2012,117777,"Diesel","Manual","First",21.64,1461,84.8,5,11.665,4.75
"4697",4836,"Maruti Swift Dzire VXi","Bangalore",2009,65000,"Petrol","Manual","Second",17.5,1298,85.8,5,11.665,3.1
"4698",4837,"Hyundai EON Sportz","Kochi",2017,46897,"Petrol","Manual","First",21.1,814,55.2,5,11.665,3.61
"4699",4838,"Honda Brio S MT","Coimbatore",2015,36695,"Petrol","Manual","First",19.4,1198,86.8,5,11.665,4.29
"4700",4839,"Nissan Micra XV Primo","Kolkata",2011,43000,"Petrol","Manual","First",18.06,1198,75,5,11.665,2.13
"4701",4840,"Maruti Alto LXi BSII","Mumbai",2008,54000,"Petrol","Manual","First",19.7,796,46.3,5,11.665,1.1
"4702",4841,"BMW 3 Series 320d","Hyderabad",2011,89000,"Diesel","Automatic","First",22.69,1995,190,5,47.2,13.95
"4703",4842,"Volkswagen Polo 1.2 MPI Highline","Mumbai",2014,7000,"Petrol","Manual","First",16.47,1198,74,5,11.665,5.35
"4704",4843,"Maruti Celerio LXI","Hyderabad",2014,58470,"Petrol","Manual","First",23.1,998,67.04,5,11.665,3.9
"4705",4844,"Maruti Wagon R VXI 1.2","Kolkata",2014,37000,"Petrol","Manual","First",21.5,1197,81.8,5,5.56,2.8
"4706",4845,"Maruti Ciaz ZDi Plus","Mumbai",2016,29000,"Diesel","Manual","First",26.21,1248,88.5,5,11.665,8.75
"4707",4846,"Audi A4 2.0 TDI","Hyderabad",2013,52000,"Diesel","Automatic","First",16.55,1968,147.51,5,11.665,19.5
"4708",4847,"Honda Brio S MT","Kolkata",2013,32807,"Petrol","Manual","First",19.4,1198,86.8,5,11.665,2.75
"4709",4848,"Mahindra Scorpio VLX 2WD AT BSIV","Hyderabad",2013,86000,"Diesel","Automatic","First",11.79,2179,120,8,11.665,8
"4710",4849,"Honda City i DTEC V","Delhi",2014,66500,"Diesel","Manual","First",26,1498,98.6,5,11.665,5.7
"4711",4850,"BMW X1 sDrive20d","Ahmedabad",2012,94000,"Diesel","Automatic","First",17.05,1995,184,5,11.665,12.5
"4712",4851,"Chevrolet Spark 1.0 LT","Chennai",2011,29000,"Petrol","Manual","Second",18,995,62,5,11.665,1.75
"4713",4852,"Ford Figo Diesel EXI","Chennai",2010,107389,"Diesel","Manual","Second",20,1399,68,5,11.665,1.9
"4714",4853,"Maruti Swift VXI BSIV","Ahmedabad",2015,36100,"Petrol","Manual","First",20.4,1197,81.8,5,11.665,4.5
"4715",4854,"Mercedes-Benz New C-Class C 220 CDI Avantgarde","Mumbai",2015,16329,"Diesel","Automatic","First",19.27,2143,170,5,11.665,30.3
"4716",4855,"Skoda Octavia Elegance 2.0 TDI AT","Hyderabad",2014,36000,"Diesel","Automatic","First",19.3,1968,141,5,11.665,16
"4717",4856,"BMW X3 xDrive20d xLine","Kochi",2017,41816,"Diesel","Automatic","First",18.56,1995,190,5,11.665,32.78
"4718",4857,"Hyundai EON Era Plus","Jaipur",2015,54680,"Petrol","Manual","First",21.1,814,55.2,5,11.665,2.5
"4719",4858,"Audi A4 35 TDI Technology","Hyderabad",2017,14000,"Diesel","Automatic","First",18.25,1968,187.74,5,55.61,43
"4720",4859,"Ford Figo 2015-2019 1.2P Titanium MT","Kochi",2017,23977,"Petrol","Manual","First",18.16,1196,86.8,5,11.665,5.38
"4721",4860,"Maruti Alto K10 2010-2014 VXI","Hyderabad",2013,30131,"Petrol","Manual","First",20.92,998,67.1,5,11.665,2.65
"4722",4861,"Maruti Alto 800 2016-2019 VXI","Hyderabad",2017,2530,"Petrol","Manual","First",24.7,796,47.3,5,11.665,3.3
"4723",4862,"Mercedes-Benz New C-Class C 220 CDI Style","Hyderabad",2015,39000,"Diesel","Automatic","First",19.27,2143,167.62,5,11.665,34
"4724",4863,"Hyundai Santro D Lite","Chennai",2001,140000,"Petrol","Manual","Third",20.3,1086,68,5,4.55,0.7
"4725",4864,"Hyundai Xcent 1.1 CRDi S","Kochi",2017,32257,"Diesel","Manual","First",24.4,1120,71,5,11.665,6.83
"4726",4865,"Honda Amaze S i-Dtech","Kochi",2016,46983,"Diesel","Manual","First",25.8,1498,98.6,5,11.665,5.77
"4727",4866,"Maruti Swift Vdi BSIII","Chennai",2008,107000,"Diesel","Manual","Second",17.8,1248,75,5,11.665,3.1
"4728",4867,"Volkswagen Polo 1.2 MPI Comfortline","Mumbai",2017,19000,"Petrol","Manual","First",16.2,1199,74,5,11.665,4.95
"4729",4868,"Audi A4 2.0 TDI 177 Bhp Premium Plus","Bangalore",2013,88000,"Diesel","Automatic","First",17.11,1968,174.33,5,11.665,16.25
"4730",4869,"Land Rover Range Rover 3.6 TDV8 Vogue SE","Coimbatore",2012,84384,"Diesel","Automatic","First",10.2,4367,308,7,11.665,52.54
"4731",4870,"Mahindra XUV500 W8 2WD","Chennai",2011,128000,"Diesel","Manual","Third",16,2179,140,7,11.665,6.4
"4732",4871,"Ford Endeavour 2.5L 4X2","Bangalore",2011,71000,"Diesel","Manual","Third",13.1,2499,141,7,11.665,6.95
"4733",4872,"Tata Indica V2 DLX","Kolkata",2008,50000,"Diesel","Manual","First",17.2,1396,53.5,5,11.665,0.85
"4734",4873,"Maruti Baleno Alpha","Chennai",2016,16000,"Petrol","Manual","First",21.4,1197,83.1,5,8.8,6.95
"4735",4874,"Hyundai Xcent 1.1 CRDi Base","Kolkata",2017,82000,"Diesel","Manual","First",24.4,1120,71,5,11.665,3.45
"4736",4875,"Honda Civic 2006-2010 1.8 S MT","Delhi",2008,80000,"Petrol","Manual","First",13.5,1799,130,5,11.665,2.75
"4737",4876,"Hyundai i20 Sportz Option 1.2","Delhi",2015,36000,"Petrol","Manual","Second",18.6,1197,81.83,5,11.665,4.95
"4738",4877,"Tata Nexon 1.2 Revotron XZ Plus","Coimbatore",2018,17477,"Petrol","Manual","First",17,1198,108.5,5,11.13,9.62
"4739",4878,"Hyundai i20 Sportz 1.2","Coimbatore",2016,16725,"Petrol","Manual","First",18.6,1197,81.83,5,11.665,6.79
"4740",4879,"Maruti Swift Dzire ZXI","Mumbai",2014,48241,"Petrol","Manual","First",19.1,1197,85.8,5,11.665,4.5
"4741",4880,"Maruti Wagon R LXI","Kochi",2014,52431,"Petrol","Manual","First",22.5,998,67.04,5,4.59,3.01
"4742",4881,"Hyundai i20 Sportz 1.4 CRDi","Bangalore",2012,68000,"Diesel","Manual","First",21.9,1396,88.76,5,11.665,4.4
"4743",4882,"Toyota Fortuner 4x2 AT","Hyderabad",2012,158000,"Diesel","Automatic","First",12.55,2982,168.5,7,11.665,17.49
"4744",4883,"Hyundai i10 Sportz","Coimbatore",2014,31446,"Petrol","Manual","First",20.36,1197,78.9,5,11.665,4.66
"4745",4884,"Hyundai Grand i10 Asta","Chennai",2015,25000,"Petrol","Manual","First",18.9,1197,82,5,11.665,5.5
"4746",4885,"Hyundai i20 Asta 1.2","Ahmedabad",2016,57000,"Petrol","Manual","First",18.6,1197,81.83,5,11.665,6
